BOX,PHASE,SUPPLIER,WAREHOUSE_STATUS,DATE,REMARKS,WAREHOUSE_UTILITY,METER NO.,METER MFG,IME,FINAL SIM,IMSI,IP,MFG_SERIAL_NUM,UDC_ID,NETWORK_ID,STATUS,"DECODE(D.ORG_ID,52,'SBPDCL',102,'NBPDCL')"
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0177107,LNTLT0177107,861190056996983,8991856050706268940,405856706268940,2405:0203:0522:9CC9:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0927515,LNTLT0927515,865575064648251,8991856050706068346,405856706068346,2405:0203:0523:78AC:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-14,NOT MAP IN HES,NBPDCL,LT0453122,LNTLT0453122,865575064708394,8991856040706526652,405856707071661,2405:0203:052D:A8F3:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0032937,LNTLT0032937,869810053402550,8991856050706294580,405856706294580,2405:0203:0523:A8C4:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0102109,LNTLT0102109,861557061344674,8991856050706441228,405856706436228,2405:0203:0524:FA85:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0108521,LNTLT0108521,861190054376287,8991856050706281011,405856706281011,2405:0203:0521:B02E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0173205,LNTLT0173205,860953065446881,8991856050706410552,405856706410552,2405:0203:0525:20FC:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0190251,LNTLT0190251,868886064915344,8991856040706615924,405856707160933,2405:0203:052D:E96B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0192299,LNTLT0192299,861557061106453,8991856040706308718,405856706853727,2405:0203:052A:7FFE:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0203827,LNTLT0203827,861089058004640,8991856050706194407,405856706194407,2405:0203:0520:C15A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0243851,LNTLT0243851,868886067325830,8991856040706924699,405856707469704,2405:0203:0530:0A03:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0365549,LNTLT0365549,861557061235955,8991856040707092416,405856707637411,2405:0203:052F:1D36:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0522486,LNTLT0522486,869810055908489,8991856050706413556,405856706413556,2405:0203:0524:6744:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0594051,LNTLT0594051,861557061304843,8991856050706496125,405856706491125,2405:0203:0525:7CF3:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0648637,LNTLT0648637,861557061047327,8991856050706097482,405856706097482,2405:0203:0522:79C8:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0650445,LNTLT0650445,865575064808301,8991856040707038192,405856707583187,2405:0203:052F:0D6E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0889055,LNTLT0889055,865681061511904,8991856040706369788,405856706914797,2405:0203:0529:A564:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0937960,LNTLT0937960,865681062067815,8991856040706115746,405856706660768,2405:0203:0529:B37D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0127733,LNTLT0127733,861190054336562,8991856050706295673,405856706295673,2405:0203:0521:B683:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0447620,LNTLT0447620,861557061171556,8991856040706576477,405856707121486,2405:0203:052B:D7C8:0000:0000:0000:0010,,,,,
MS2S1533,1 Phase,L&T,Refurbished,2023-06-16,NOT MAP IN HES,NBPDCL,LT0346339,LNTLT0346339,865681060086437,8991856050706502419,405856706497419,2405:0203:0527:0696:0000:0000:0000:0010,,,,,
K 119,1 Phase,L&T,Refurbished,2023-06-22,NOT MAP IN HES,NBPDCL,LT0391803,LNTLT0391803,865575064589372,8991856040706681880,405856707226888,2405:0203:052E:12C5:0000:0000:0000:0010,,,,,
K 397,1 Phase,L&T,Refurbished,2023-06-22,NOT MAP IN HES,NBPDCL,LT0050311,LNTLT0050311,869810059322281,8991856050706479627,405856706474627,2405:0203:0524:00E6:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0410947,LNTLT0410947,861557061255342,8991856040706366087,405856706911096,2405:0203:0529:A2ED:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0924010,LNTLT0924010,869810055216958,8991856050706328828,405856706328828,2405:0203:0523:217B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT0147055,LNTLT0147055,861190052710933,8991856050706311466,405856706311466,2405:0203:0522:5FF6:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT0164325,LNTLT0164325,861190057275650,8991856050706125655,405856706125655,2405:0203:0522:5E6E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0142413,LNTLT0142413,861190052695142,8991856050706113301,405856706113301,2405:0203:0521:D740:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0181123,LNTLT0181123,861190056050658,8991856050706110844,405856706110844,2405:0203:0522:0315:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0264027,LNTLT0264027,869810050394099,8991856050706281802,405856706281802,2405:0203:0521:7C2A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0308227,LNTLT0308227,865575062492835,8991856040706922235,405856707467240,2405:0203:0530:C296:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0299162,LNTLT0299162,861557061299779,8991856040706063840,405856706608862,2405:0203:0528:818F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0299433,LNTLT0299433,865681061813227,8991856040706420103,405856706965112,2405:0203:0527:A656:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0353841,LNTLT0353841,860953066074500,8991856050706142952,405856706142952,2405:0203:0522:7E93:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0395034,LNTLT0395034,860953069159761,8991856040706642190,405856707187190,2405:0203:052D:1134:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0410948,LNTLT0410948,861557061175680,8991856040706634824,405856707179824,2405:0203:052C:9C04:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0459013,LNTLT0459013,865681062814711,8991856040706392048,405856706937057,2405:0203:0529:676C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0502258,LNTLT0502258,869810059095259,8991856050706514657,405856706509657,2405:0203:0526:FDBB:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0511467,LNTLT0511467,861557061124324,8991856040706306606,405856706851615,2405:0203:052A:8874:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0746659,LNTLT0746659,860953065508359,8991856040706524785,405856707069794,2405:0203:052D:5E20:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0797859,LNTLT0797859,865575064651990,8991856040706308609,405856706853618,2405:0203:052A:859B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0892036,LNTLT0892036,865575064543023,8991856040706698245,405856707243253,2405:0203:052C:0B8D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0892037,LNTLT0892037,865681062409777,8991856040706194589,405856706739598,2405:0203:0528:4B0D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0971359,LNTLT0971359,865681069068675,8991856040706371556,405856706916565,2405:0203:052A:E1F2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0971812,LNTLT0971812,861089058860561,8991856050706283157,405856706283157,2405:0203:0521:1AB5:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0983298,LNTLT0983298,861557061103344,8991856040706798445,405856707343448,2405:0203:0530:897F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0891905,LNTLT0891905,865575064634210,8991856040706852327,405856707397330,2405:0203:052F:7B3D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0906667,LNTLT0906667,865681062676177,8991856040706395238,405856706940247,2405:0203:0529:3556:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0168414,LNTLT0168414,861190057349729,8991856050706311281,405856706311281,2405:0203:0522:5E06:0000:0000:0000:0010,,,,,
nan,1 Phase,Genus 4G,S2S Repaired(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,GL8553054,GOEGL8553054,862058060211534,8991856040706346869,405856706891889,2405:0203:0528:DD0D:0000:0000:0000:0010,,,,,
nan,1 Phase,Genus 4G,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,GL8556146,GOEGL8556146,862058060539587,8991856050706543166,405856706538166,2405:0203:0527:410A:0000:0000:0000:0010,,,,,
nan,1 Phase,Genus 4G,S2S Repaired(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,GL8548586,GOEGL8548586,862058060386591,8991856040706348532,405856706893552,2405:0203:0528:DEEB:0000:0000:0000:0010,,,,,
nan,1 Phase,Genus 4G,S2S Repaired In Wh,2023-12-04,NOT MAP IN HES,NBPDCL,GL8559315,GOEGL8559315,862058060202004,8991856040706287540,405856706832549,2405:0203:0528:CA95:0000:0000:0000:0010,,,,,
nan,1 Phase,Genus 4G,S2S Repaired In Wh,2023-12-04,NOT MAP IN HES,NBPDCL,GL8568483,GOEGL8568483,862058060186173,8991856050706544009,405856706539009,2405:0203:0527:36A6:0000:0000:0000:0010,,,,,
nan,1 Phase,Genus 4G,S2S Repaired In Wh,2023-12-04,NOT MAP IN HES,NBPDCL,GL8557819,GOEGL8557819,861190058484624,8991856040706156072,405856706701093,2405:0203:0528:5989:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0150164,LNTLT0150164,860953065623745,8991856050706319829,405856706319829,2405:0203:0520:9841:0000:0000:0000:0010,,,,,
nan,1 Phase,Genus 4G,S2S Repaired(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,GL8549301,GOEGL8549301,861190058480275,8991856040706234616,405856706779626,2405:0203:0527:44FC:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0406209,LNTLT0406209,869810053317550,8991856050706349708,405856706349708,2405:0203:0523:79A5:0000:0000:0000:0010,,,,,
