S.r,Meter No.,IME,Phase,WAREHOUSE_STATUS,FINAL SIM,WAREHOUSE_UTILITY,IMSI,IP,Make
901,LT0402118,869810058857592,1 Phase,S2S repaired,8991856040706356821,NBPDCL,405856706901830,2405:0203:0526:B0A5:0000:0000:0000:0010,L&T
902,LT0767569,868886061873827,1 Phase,S2S repaired,8991856040706646102,NBPDCL,405856707191102,2405:0203:052C:6F63:0000:0000:0000:0010,L&T
903,LT0573205,861996078314702,1 Phase,S2S repaired,8991856040706039673,NBPDCL,405856706584695,2405:0203:0529:8D4F:0000:0000:0000:0010,L&T
904,LT0402333,865681062425740,1 Phase,S2S repaired,8991856040706221886,NBPDCL,405856706766895,2405:0203:0526:B17C:0000:0000:0000:0010,L&T
905,LT0434068,869810058573611,1 Phase,S2S repaired,8991856040706310481,NBPDCL,405856706855490,2405:0203:0526:ADCF:0000:0000:0000:0010,L&T
906,LT0553340,861996077226352,1 Phase,S2S repaired,8991856040706090533,NBPDCL,405856706635555,2405:0203:0529:10C8:0000:0000:0000:0010,L&T
907,LT0998240,861996077252218,1 Phase,S2S repaired,8991856040706878400,NBPDCL,405856707423405,2405:0203:0530:39A5:0000:0000:0000:0010,L&T
908,LT0999751,865575062757906,1 Phase,S2S repaired,8991856040706812952,NBPDCL,405856707357955,2405:0203:0530:3F8C:0000:0000:0000:0010,L&T
909,LT0006992,866545058018711,1 Phase,S2S repaired,8991856050706025504,NBPDCL,405856706025504,2405:0203:0520:1448:0000:0000:0000:0010,L&T
910,LT0997049,868886065351531,1 Phase,S2S repaired,8991856040706548654,NBPDCL,405856707093663,2405:0203:0530:34FE:0000:0000:0000:0010,L&T
911,LT0006803,866545058002327,1 Phase,S2S repaired,8991856050706025977,NBPDCL,405856706025977,2405:0203:0520:138B:0000:0000:0000:0010,L&T
912,LT0451646,865681061889011,1 Phase,S2S repaired,8991856040706076629,NBPDCL,405856706621651,2405:0203:0527:3339:0000:0000:0000:0010,L&T
913,LT0705152,860953069549870,1 Phase,S2S repaired,8991856040706568390,NBPDCL,405856707113399,2405:0203:052B:A2A2:0000:0000:0000:0010,L&T
914,LT0184482,869810051524967,1 Phase,S2S repaired,8991856050706069170,NBPDCL,405856706069170,2405:0203:0523:6BF5:0000:0000:0000:0010,L&T
915,LT0448019,869810058358609,1 Phase,S2S repaired,8991856040706299457,NBPDCL,405856706844466,2405:0203:0527:250E:0000:0000:0000:0010,L&T
916,LT0212115,869810056149117,1 Phase,S2S repaired,8991856050706345469,NBPDCL,405856706345469,2405:0203:0523:14E4:0000:0000:0000:0010,L&T
917,LT0225168,869810055659355,1 Phase,S2S repaired,8991856050706326213,NBPDCL,405856706326213,2405:0203:0523:47E1:0000:0000:0000:0010,L&T
918,LT0450340,865681061633278,1 Phase,S2S repaired,8991856040706079850,NBPDCL,405856706624872,2405:0203:0527:2E1F:0000:0000:0000:0010,L&T
919,LT0211176,869810055292892,1 Phase,S2S repaired,8991856050706358573,NBPDCL,405856706358573,2405:0203:0523:1139:0000:0000:0000:0010,L&T
920,LT0707403,860953069093028,1 Phase,S2S repaired,8991856040706622820,NBPDCL,405856707167829,2405:0203:052B:AB6D:0000:0000:0000:0010,L&T
921,LT0450825,865681061811544,1 Phase,S2S repaired,8991856040706076124,NBPDCL,405856706621146,2405:0203:0527:3004:0000:0000:0000:0010,L&T
922,LT0278251,869810058379902,1 Phase,S2S repaired,8991856050706431710,NBPDCL,405856706426710,2405:0203:0524:5D41:0000:0000:0000:0010,L&T
923,LT0708316,860953069190568,1 Phase,S2S repaired,8991856040706623490,NBPDCL,405856707168499,2405:0203:052B:AEFE:0000:0000:0000:0010,L&T
924,LT0227886,869810055378121,1 Phase,S2S repaired,8991856050706325096,NBPDCL,405856706325096,2405:0203:0523:527F:0000:0000:0000:0010,L&T
925,LT0277438,869810058760143,1 Phase,S2S repaired,8991856050706449137,NBPDCL,405856706444137,2405:0203:0524:5A14:0000:0000:0000:0010,L&T
926,LT0277843,861996077257027,1 Phase,S2S repaired,8991856050706433126,NBPDCL,405856706428126,2405:0203:0524:5BA9:0000:0000:0000:0010,L&T
927,LT0448977,861996077247259,1 Phase,S2S repaired,8991856040706079738,NBPDCL,405856706624760,2405:0203:0527:28CC:0000:0000:0000:0010,L&T
928,LT0237865,869810055475380,1 Phase,S2S repaired,8991856050706324715,NBPDCL,405856706324715,2405:0203:0523:D2B5:0000:0000:0000:0010,L&T
929,LT0278560,861996078340483,1 Phase,S2S repaired,8991856050706396312,NBPDCL,405856706396312,2405:0203:0524:6F10:0000:0000:0000:0010,L&T
930,LT0820961,860953066079806,1 Phase,S2S repaired,8991856040706672403,NBPDCL,405856707217403,2405:0203:052D:72CA:0000:0000:0000:0010,L&T
931,LT0257695,869810059106411,1 Phase,S2S repaired,8991856050706428044,NBPDCL,405856706423044,2405:0203:0524:202B:0000:0000:0000:0010,L&T
932,LT0831472,860953065932682,1 Phase,S2S repaired,8991856040706536936,NBPDCL,405856707081945,2405:0203:052D:9BD9:0000:0000:0000:0010,L&T
933,LT0210761,869810051492926,1 Phase,S2S repaired,8991856050706358763,NBPDCL,405856706358763,2405:0203:0523:0F9A:0000:0000:0000:0010,L&T
934,LT0258259,861996077257092,1 Phase,S2S repaired,8991856050706427392,NBPDCL,405856706422392,2405:0203:0524:225F:0000:0000:0000:0010,L&T
935,LT0278558,861996078350474,1 Phase,S2S repaired,8991856050706396307,NBPDCL,405856706396307,2405:0203:0524:6F0E:0000:0000:0000:0010,L&T
936,LT1051205,868886068991408,1 Phase,S2S repaired,8991856040706540049,SBPDCL,405856707085058,2405:0203:0531:531F:0000:0000:0000:0010,L&T
937,LT0690517,865681069307537,1 Phase,S2S repaired,8991856040706407778,SBPDCL,405856706952787,2405:0203:052B:6142:0000:0000:0000:0010,L&T
938,LT0387688,865681060157493,1 Phase,S2S repaired,8991856040706328244,SBPDCL,405856706873253,2405:0203:0526:0E67:0000:0000:0000:0010,L&T
939,LT0851146,868886064855938,1 Phase,S2S repaired,8991856040706615176,SBPDCL,405856707160185,2405:0203:052D:E8B2:0000:0000:0000:0010,L&T
940,LT0562822,865681062885638,1 Phase,S2S repaired,8991856040706416837,SBPDCL,405856706961846,2405:0203:0529:35D2:0000:0000:0000:0010,L&T
941,LT0486742,865681062602520,1 Phase,S2S repaired,8991856040706060191,SBPDCL,405856706605213,2405:0203:0528:8087:0000:0000:0000:0010,L&T
942,LT0951918,868886067509342,1 Phase,S2S repaired,8991856040706937427,SBPDCL,405856707482422,2405:0203:052F:BF95:0000:0000:0000:0010,L&T
943,LT0193746,869810053332880,1 Phase,S2S repaired,8991856050706304894,SBPDCL,405856706304894,2405:0203:0523:9025:0000:0000:0000:0010,L&T
944,LT0315199,869810058644719,1 Phase,S2S repaired,8991856050706487577,SBPDCL,405856706482577,2405:0203:0524:F4F0:0000:0000:0000:0010,L&T
945,LT0561423,865681062102208,1 Phase,S2S repaired,8991856040706419439,SBPDCL,405856706964448,2405:0203:0529:305B:0000:0000:0000:0010,L&T
946,LT0719827,860953069466208,1 Phase,S2S repaired,8991856040706579011,SBPDCL,405856707124020,2405:0203:052C:F350:0000:0000:0000:0010,L&T
947,LT0570866,861996077255591,1 Phase,S2S repaired,8991856040706038923,SBPDCL,405856706583945,2405:0203:0529:842C:0000:0000:0000:0010,L&T
948,LT0482116,865681061982642,1 Phase,S2S repaired,8991856040706350930,SBPDCL,405856706895939,2405:0203:0528:6E75:0000:0000:0000:0010,L&T
949,LT0484158,865681061885712,1 Phase,S2S repaired,8991856040706061577,SBPDCL,405856706606599,2405:0203:0528:766F:0000:0000:0000:0010,L&T
950,LT0718791,860953069562790,1 Phase,S2S repaired,8991856040706721266,SBPDCL,405856707266269,2405:0203:052C:EF44:0000:0000:0000:0010,L&T
951,LT0951735,868886067427982,1 Phase,S2S repaired,8991856040706491215,SBPDCL,405856707036224,2405:0203:052F:BEDE:0000:0000:0000:0010,L&T
952,LT0306715,869810058400542,1 Phase,S2S repaired,8991856050706435499,SBPDCL,405856706430499,2405:0203:0524:91D9:0000:0000:0000:0010,L&T
953,LT0911398,868886065228820,1 Phase,S2S repaired,8991856040707036987,SBPDCL,405856707581982,2405:0203:052F:07C7:0000:0000:0000:0010,L&T
954,LT0193881,869810053351583,1 Phase,S2S repaired,8991856050706348894,SBPDCL,405856706348894,2405:0203:0523:90AC:0000:0000:0000:0010,L&T
955,LT0354229,869810055835336,1 Phase,S2S repaired,8991856050706440219,SBPDCL,405856706435219,2405:0203:0524:FA47:0000:0000:0000:0010,L&T
956,LT0073172,861089054958138,1 Phase,S2S repaired,8991856050706073999,SBPDCL,405856706073999,2405:0203:0521:6AB1:0000:0000:0000:0010,L&T
957,LT1036622,868886068502924,1 Phase,S2S repaired,8991856040706942203,SBPDCL,405856707487198,2405:0203:0531:2016:0000:0000:0000:0010,L&T
958,LT0569504,865681067050683,1 Phase,S2S repaired,8991856040706035319,SBPDCL,405856706580341,2405:0203:0529:7EDA:0000:0000:0000:0010,L&T
959,LT0970944,868886065369616,1 Phase,S2S repaired,8991856040706924701,SBPDCL,405856707469706,2405:0203:0530:09E7:0000:0000:0000:0010,L&T
960,LT0044056,861089054418000,1 Phase,S2S repaired,8991856050706090323,SBPDCL,405856706090323,2405:0203:0520:A427:0000:0000:0000:0010,L&T
961,LT0425699,869810058468234,1 Phase,S2S repaired,8991856050706516792,SBPDCL,405856706511792,2405:0203:0527:08C1:0000:0000:0000:0010,L&T
962,LT0425548,869810059013229,1 Phase,S2S repaired,8991856050706516761,SBPDCL,405856706511761,2405:0203:0527:082A:0000:0000:0000:0010,L&T
963,LT0719828,860953068906014,1 Phase,S2S repaired,8991856040706579031,SBPDCL,405856707124040,2405:0203:052C:F351:0000:0000:0000:0010,L&T
964,LT0016402,861089052096097,1 Phase,S2S repaired,8991856050706208004,SBPDCL,405856706208004,2405:0203:0520:58D6:0000:0000:0000:0010,L&T
965,LT0298850,869810056049275,1 Phase,S2S repaired,8991856050706464381,SBPDCL,405856706459381,2405:0203:0524:6B50:0000:0000:0000:0010,L&T
966,LT0409993,865681060073377,1 Phase,S2S repaired,8991856050706548993,SBPDCL,405856706543993,2405:0203:0526:6D42:0000:0000:0000:0010,L&T
967,LT0665606,861996077262381,1 Phase,S2S repaired,8991856040706267126,SBPDCL,405856706812146,2405:0203:052A:FFF6:0000:0000:0000:0010,L&T
968,LT0551164,861996077261904,1 Phase,S2S repaired,8991856040706393457,SBPDCL,405856706938466,2405:0203:0529:7219:0000:0000:0000:0010,L&T
969,LT0527947,861996078325187,1 Phase,S2S repaired,8991856040706059295,SBPDCL,405856706604317,2405:0203:0528:9FE6:0000:0000:0000:0010,L&T
970,LT0689997,861996077243837,1 Phase,S2S repaired,8991856040706046143,SBPDCL,405856706591165,2405:0203:052B:5F3A:0000:0000:0000:0010,L&T
971,LT0838657,860953066113670,1 Phase,S2S repaired,8991856040706508839,SBPDCL,405856707053848,2405:0203:052D:B7EA:0000:0000:0000:0010,L&T
972,LT0472705,865681061274289,1 Phase,S2S repaired,8991856040706192777,SBPDCL,405856706737786,2405:0203:0527:5E3C:0000:0000:0000:0010,L&T
973,LT0816645,861996078344345,1 Phase,S2S repaired,8991856040706523912,SBPDCL,405856707068921,2405:0203:052D:61EE:0000:0000:0000:0010,L&T
974,LT0551163,865681062724233,1 Phase,S2S repaired,8991856040706393458,SBPDCL,405856706938467,2405:0203:0529:7218:0000:0000:0000:0010,L&T
975,LT0548472,861996077260195,1 Phase,S2S repaired,8991856040706390482,SBPDCL,405856706935491,2405:0203:0529:6795:0000:0000:0000:0010,L&T
976,LT0536628,861996078318422,1 Phase,S2S repaired,8991856040706165263,SBPDCL,405856706710284,2405:0203:0528:F18D:0000:0000:0000:0010,L&T
977,LT0163133,861190056970715,1 Phase,S2S repaired,8991856050706265346,SBPDCL,405856706265346,2405:0203:0522:998A:0000:0000:0000:0010,L&T
978,LT0230602,869810055436416,1 Phase,S2S repaired,8991856050706334356,SBPDCL,405856706334356,2405:0203:0523:5D1B:0000:0000:0000:0010,L&T
979,LT0536871,865681062107595,1 Phase,S2S repaired,8991856040706165138,SBPDCL,405856706710159,2405:0203:0528:F280:0000:0000:0000:0010,L&T
980,LT0589104,861996078350979,1 Phase,S2S repaired,8991856040706111578,SBPDCL,405856706656600,2405:0203:0529:4DF8:0000:0000:0000:0010,L&T
981,LT0351511,869810055682498,1 Phase,S2S repaired,8991856050706444368,SBPDCL,405856706439368,2405:0203:0525:0D3F:0000:0000:0000:0010,L&T
982,LT0310350,861996077249081,1 Phase,S2S repaired,8991856050706405523,SBPDCL,405856706405523,2405:0203:0524:7BEA:0000:0000:0000:0010,L&T
983,LT0034419,861089054354445,1 Phase,S2S repaired,8991856050706315500,SBPDCL,405856706315500,2405:0203:0520:8F98:0000:0000:0000:0010,L&T
984,LT0923773,861996078319479,1 Phase,S2S repaired,8991856040706823933,SBPDCL,405856707368936,2405:0203:052F:381E:0000:0000:0000:0010,L&T
985,LT0634320,860953060723284,1 Phase,S2S repaired,8991856040706218358,SBPDCL,405856706763367,2405:0203:052A:7E49:0000:0000:0000:0010,L&T
986,LT0331580,869810055357273,1 Phase,S2S repaired,8991856050706484358,SBPDCL,405856706479358,2405:0203:0525:66FE:0000:0000:0000:0010,L&T
987,LT0333100,869810058999030,1 Phase,S2S repaired,8991856050706480196,SBPDCL,405856706475196,2405:0203:0525:6CEE:0000:0000:0000:0010,L&T
988,LT0288491,869810055426193,1 Phase,S2S repaired,8991856050706411385,SBPDCL,405856706411385,2405:0203:0525:1FD8:0000:0000:0000:0010,L&T
989,LT0984979,868886067669500,1 Phase,S2S repaired,8991856040707104680,SBPDCL,405856707649675,2405:0203:0530:D1FC:0000:0000:0000:0010,L&T
990,LT0793709,860953069019114,1 Phase,S2S repaired,8991856040706699848,SBPDCL,405856707244856,2405:0203:052C:D57F:0000:0000:0000:0010,L&T
991,LT0655186,861996078333603,1 Phase,S2S repaired,8991856040706258937,SBPDCL,405856706803946,2405:0203:052A:D742:0000:0000:0000:0010,L&T
992,LT0499223,861996078336564,1 Phase,S2S repaired,8991856040706204201,SBPDCL,405856706749210,2405:0203:0528:1CF2:0000:0000:0000:0010,L&T
993,LT0712241,860953069556297,1 Phase,S2S repaired,8991856040706450138,SBPDCL,405856706995147,2405:0203:052B:BE53:0000:0000:0000:0010,L&T
994,LT0781373,861996077248380,1 Phase,S2S repaired,8991856040706705122,SBPDCL,405856707250130,2405:0203:052C:A54F:0000:0000:0000:0010,L&T
995,LT0288126,869810058783459,1 Phase,S2S repaired,8991856050706411729,SBPDCL,405856706411729,2405:0203:0525:1E6B:0000:0000:0000:0010,L&T
996,LT0560305,865681062886511,1 Phase,S2S repaired,8991856040706397279,SBPDCL,405856706942288,2405:0203:0529:2BFD:0000:0000:0000:0010,L&T
997,LT0423851,869810059115941,1 Phase,S2S repaired,8991856050706520253,SBPDCL,405856706515253,2405:0203:0527:0189:0000:0000:0000:0010,L&T
998,LT0536978,861996077254651,1 Phase,S2S repaired,8991856040706165665,SBPDCL,405856706710686,2405:0203:0528:F2EB:0000:0000:0000:0010,L&T
999,LT0498956,861996078321293,1 Phase,S2S repaired,8991856040706203494,SBPDCL,405856706748503,2405:0203:0528:1BE7:0000:0000:0000:0010,L&T
1000,LT0264750,869810055900874,1 Phase,S2S repaired,8991856050706393887,SBPDCL,405856706393887,2405:0203:0524:4F43:0000:0000:0000:0010,L&T
1001,LT0668943,861996077253125,1 Phase,S2S repaired,8991856040706072761,SBPDCL,405856706617783,2405:0203:052B:0CFF:0000:0000:0000:0010,L&T
1002,LT0607330,865681061896750,1 Phase,S2S repaired,8991856040706138649,SBPDCL,405856706683671,2405:0203:052A:635F:0000:0000:0000:0010,L&T
1003,LT0262843,869810058864093,1 Phase,S2S repaired,8991856050706428586,SBPDCL,405856706423586,2405:0203:0524:3447:0000:0000:0000:0010,L&T
1004,LT0216921,869810051103341,1 Phase,S2S repaired,8991856050706344792,SBPDCL,405856706344792,2405:0203:0523:27AA:0000:0000:0000:0010,L&T
1005,LT0686589,865681069674670,1 Phase,S2S repaired,8991856040706282674,SBPDCL,405856706827683,2405:0203:052B:51ED:0000:0000:0000:0010,L&T
1006,LT1015870,865575062527499,1 Phase,S2S repaired,8991856040707119343,SBPDCL,405856707664338,2405:0203:0530:7E83:0000:0000:0000:0010,L&T
1007,LT0439848,865681061841202,1 Phase,S2S repaired,8991856040706247883,SBPDCL,405856706792893,2405:0203:0526:7FBC:0000:0000:0000:0010,L&T
1008,LT0290860,869810055643128,1 Phase,S2S repaired,8991856050706410922,SBPDCL,405856706410922,2405:0203:0525:2919:0000:0000:0000:0010,L&T
1009,LT0197701,869810053386225,1 Phase,S2S repaired,8991856050706300510,SBPDCL,405856706300510,2405:0203:0523:9F98:0000:0000:0000:0010,L&T
1010,LT0099246,869810050416363,1 Phase,S2S repaired,8991856050706280604,SBPDCL,405856706280604,2405:0203:0521:8FC4:0000:0000:0000:0010,L&T
1011,LT0352786,869810056195227,1 Phase,S2S repaired,8991856050706491027,SBPDCL,405856706486027,2405:0203:0525:123A:0000:0000:0000:0010,L&T
1012,LT0941993,860953065094947,1 Phase,S2S repaired,8991856040706787293,SBPDCL,405856707332296,2405:0203:052F:7968:0000:0000:0000:0010,L&T
1013,LT0052257,861089057975964,1 Phase,S2S repaired,8991856050706211086,SBPDCL,405856706211086,2405:0203:0520:C430:0000:0000:0000:0010,L&T
1014,LT0970485,868886067565773,1 Phase,S2S repaired,8991856040706924975,SBPDCL,405856707469980,2405:0203:0530:081C:0000:0000:0000:0010,L&T
1015,LT0295172,869810051064162,1 Phase,S2S repaired,8991856050706453518,SBPDCL,405856706448518,2405:0203:0524:CDC5:0000:0000:0000:0010,L&T
1016,LT0194886,869810055284915,1 Phase,S2S repaired,8991856050706300007,SBPDCL,405856706300007,2405:0203:0523:9499:0000:0000:0000:0010,L&T
1017,LT0311046,869810059321499,1 Phase,S2S repaired,8991856050706486576,SBPDCL,405856706481576,2405:0203:0524:8F3C:0000:0000:0000:0010,L&T
1018,LT0287521,869810058832553,1 Phase,S2S repaired,8991856050706450625,SBPDCL,405856706445625,2405:0203:0525:1C0E:0000:0000:0000:0010,L&T
1019,LT1032997,868886068540890,1 Phase,S2S repaired,8991856040706880471,SBPDCL,405856707425476,2405:0203:0531:11ED:0000:0000:0000:0010,L&T
1020,LT0290270,869810058954605,1 Phase,S2S repaired,8991856050706383285,SBPDCL,405856706383285,2405:0203:0525:26CB:0000:0000:0000:0010,L&T
1021,LT0917281,860953064337487,1 Phase,S2S repaired,8991856040707091821,SBPDCL,405856707636816,2405:0203:052F:1EC2:0000:0000:0000:0010,L&T
1022,LT0974606,868886065408802,1 Phase,S2S repaired,8991856040707103383,SBPDCL,405856707648378,2405:0203:0530:1835:0000:0000:0000:0010,L&T
1023,LT1015820,868886068633745,1 Phase,S2S repaired,8991856040707115171,SBPDCL,405856707660166,2405:0203:0530:7E51:0000:0000:0000:0010,L&T
1024,LT0310926,869810056261672,1 Phase,S2S repaired,8991856050706472000,SBPDCL,405856706467000,2405:0203:0524:8EC4:0000:0000:0000:0010,L&T
1025,LT0352793,869810055923124,1 Phase,S2S repaired,8991856050706491058,SBPDCL,405856706486058,2405:0203:0525:1241:0000:0000:0000:0010,L&T
