S.R,METER NO.,IME,PHASE,WAREHOUSE_STATUS,FINAL SIM,WAREHOUSE_UTILITY,IMSI,IP,MAKE,MFG_SERIAL_NUM,METER_MATCH_UDC_ID,METER_MATCH_IP,INSTALLATIONNUMBER,METER_MATCH_STATUS,METER_MATCH_UTILITY,IMSI_MATCHED_METER_NO,IMSI_MATCHED_IP,IMSI_MATCHED_STATUS,IMSI_MATCHED_UTILITY,IP_MATCHED_METER_NO,IP_MATCH_UDC_ID,IP_MATCHED_IP,IP_MATCHED_STATUS,IP_MATCHED_UTILITY,SIM SET CHECK STATUS,METER_SIM,METER_ORG,SIM_ORG,METER_IP,SIM SET CHECK STATUS RECHECK,ACTION TAKEN,NEW_METER_NUMBER,Duplicated
337,LT0516711,865681061682671,1 Phase,S2S repaired,8991856040706019149,NBPDCL,405856706564171,2405:0203:0528:9373:0000:0000:0000:0010,L&T,LT0516711,405856706564171,2405:0203:0528:9373:0000:0000:0000:0010,S3107,Installed,NBPDCL,LT0516711,2405:0203:0528:9373:0000:0000:0000:0010,Installed,NBPDCL,LT0516711,405856706564171,2405:0203:0528:9373:0000:0000:0000:0010,Installed,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0516711,Unique
338,LT1014956,861996077242581,1 Phase,S2S repaired,8991856040707116028,NBPDCL,405856707661023,2405:0203:0530:7AF1:0000:0000:0000:0010,L&T,LT1014956,405856707661023,2405:0203:0530:7AF1:0000:0000:0000:0010,M3676,Retired,NBPDCL,LT1014956,2405:0203:0530:7AF1:0000:0000:0000:0010,Retired,NBPDCL,LT1014956,405856707661023,2405:0203:0530:7AF1:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT1014956,Unique
339,LT0326310,861996078339170,1 Phase,S2S repaired,8991856050706421577,NBPDCL,405856706416577,2405:0203:0525:2B58:0000:0000:0000:0010,L&T,LT0326310,405856706416577,2405:0203:0525:2B58:0000:0000:0000:0010,MOTS2424,Retired,NBPDCL,LT0326310,2405:0203:0525:2B58:0000:0000:0000:0010,Retired,NBPDCL,LT0326310,405856706416577,2405:0203:0525:2B58:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0326310,Unique
340,LT0517122,865681061948684,1 Phase,S2S repaired,8991856040706028839,NBPDCL,405856706573861,2405:0203:0528:950E:0000:0000:0000:0010,L&T,LT0517122,405856706573861,2405:0203:0528:950E:0000:0000:0000:0010,S3506A,Installed,NBPDCL,LT0517122,2405:0203:0528:950E:0000:0000:0000:0010,Installed,NBPDCL,LT0517122,405856706573861,2405:0203:0528:950E:0000:0000:0000:0010,Installed,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0517122,Unique
341,LT0330875,869810059164691,1 Phase,S2S repaired,8991856050706483868,NBPDCL,405856706478868,2405:0203:0525:3D2D:0000:0000:0000:0010,L&T,LT0330875,405856706478868,2405:0203:0525:3D2D:0000:0000:0000:0010,MOTS1438,Installed,NBPDCL,LT0330875,2405:0203:0525:3D2D:0000:0000:0000:0010,Installed,NBPDCL,LT0330875,405856706478868,2405:0203:0525:3D2D:0000:0000:0000:0010,Installed,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0330875,Unique
342,LT0960954,861996078321566,1 Phase,S2S repaired,8991856040706839706,SBPDCL,405856707384709,2405:0203:052F:E2E1:0000:0000:0000:0010,L&T,LT0960954,405856707384709,2405:0203:052F:E2E1:0000:0000:0000:0010,5002213088,Retired,SBPDCL,LT0960954,2405:0203:052F:E2E1:0000:0000:0000:0010,Retired,SBPDCL,LT0960954,405856707384709,2405:0203:052F:E2E1:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0960954,Unique
343,LT0960994,865575062561027,1 Phase,S2S repaired,8991856040706839610,SBPDCL,405856707384613,2405:0203:052F:E309:0000:0000:0000:0010,L&T,LT0960994,405856707384613,2405:0203:052F:E309:0000:0000:0000:0010,5002164018,Retired,SBPDCL,LT0960994,2405:0203:052F:E309:0000:0000:0000:0010,Retired,SBPDCL,LT0960994,405856707384613,2405:0203:052F:E309:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0960994,Unique
344,LT0483419,865681061377033,1 Phase,S2S repaired,8991856040706351558,SBPDCL,405856706896567,2405:0203:0528:738C:0000:0000:0000:0010,L&T,LT0483419,405856706896567,2405:0203:0528:738C:0000:0000:0000:0010,5002141279,Retired,SBPDCL,LT0483419,2405:0203:0528:738C:0000:0000:0000:0010,Retired,SBPDCL,LT0483419,405856706896567,2405:0203:0528:738C:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0483419,Unique
345,LT0854114,868886064578068,1 Phase,S2S repaired,8991856040706615138,SBPDCL,405856707160147,2405:0203:052D:F44A:0000:0000:0000:0010,L&T,LT0854114,405856707160147,2405:0203:052D:F44A:0000:0000:0000:0010,5003687359,Retired,SBPDCL,LT0854114,2405:0203:052D:F44A:0000:0000:0000:0010,Retired,SBPDCL,LT0854114,405856707160147,2405:0203:052D:F44A:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0854114,Unique
346,LT0331407,869810059016271,1 Phase,S2S repaired,8991856050706482053,SBPDCL,405856706477053,2405:0203:0525:6651:0000:0000:0000:0010,L&T,LT0331407,405856706477053,2405:0203:0525:6651:0000:0000:0000:0010,5002024446,Retired,SBPDCL,LT0331407,2405:0203:0525:6651:0000:0000:0000:0010,Retired,SBPDCL,LT0331407,405856706477053,2405:0203:0525:6651:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0331407,Unique
347,LT0313318,861996078350862,1 Phase,S2S repaired,8991856050706488555,SBPDCL,405856706483555,2405:0203:0524:ED97:0000:0000:0000:0010,L&T,LT0313318,405856706483555,2405:0203:0524:ED97:0000:0000:0000:0010,5001433994,Retired,SBPDCL,LT0313318,2405:0203:0524:ED97:0000:0000:0000:0010,Retired,SBPDCL,LT0313318,405856706483555,2405:0203:0524:ED97:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0313318,Unique
348,LT0839219,861996077244041,1 Phase,S2S repaired,8991856040706506854,SBPDCL,405856707051863,2405:0203:052D:BA1C:0000:0000:0000:0010,L&T,LT0839219,405856707051863,2405:0203:052D:BA1C:0000:0000:0000:0010,5001774469,Retired,SBPDCL,LT0839219,2405:0203:052D:BA1C:0000:0000:0000:0010,Retired,SBPDCL,LT0839219,405856707051863,2405:0203:052D:BA1C:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0839219,Unique
349,LT0988868,868886067633654,1 Phase,S2S repaired,8991856040706466464,SBPDCL,405856707011473,2405:0203:0530:28AA:0000:0000:0000:0010,L&T,LT0988868,405856707011473,2405:0203:0530:28AA:0000:0000:0000:0010,5003594262,Retired,SBPDCL,LT0988868,2405:0203:0530:28AA:0000:0000:0000:0010,Retired,SBPDCL,LT0988868,405856707011473,2405:0203:0530:28AA:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0988868,Unique
350,LT0961341,868886067647530,1 Phase,S2S repaired,8991856040706839339,SBPDCL,405856707384342,2405:0203:052F:E464:0000:0000:0000:0010,L&T,LT0961341,405856707384342,2405:0203:052F:E464:0000:0000:0000:0010,5002989533,Retired,SBPDCL,LT0961341,2405:0203:052F:E464:0000:0000:0000:0010,Retired,SBPDCL,LT0961341,405856707384342,2405:0203:052F:E464:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0961341,Unique
351,LT0835397,860953066027458,1 Phase,S2S repaired,8991856040706527568,SBPDCL,405856707072577,2405:0203:052D:AB2E:0000:0000:0000:0010,L&T,LT0835397,405856707072577,2405:0203:052D:AB2E:0000:0000:0000:0010,5002093364,Retired,SBPDCL,LT0835397,2405:0203:052D:AB2E:0000:0000:0000:0010,Retired,SBPDCL,LT0835397,405856707072577,2405:0203:052D:AB2E:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0835397,Unique
352,LT0712016,860953069186723,1 Phase,S2S repaired,8991856040706452835,SBPDCL,405856706997844,2405:0203:052B:BD72:0000:0000:0000:0010,L&T,LT0712016,405856706997844,2405:0203:052B:BD72:0000:0000:0000:0010,5001731245,Retired,SBPDCL,LT0712016,2405:0203:052B:BD72:0000:0000:0000:0010,Retired,SBPDCL,LT0712016,405856706997844,2405:0203:052B:BD72:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0712016,Unique
353,LT0719550,860953069308038,1 Phase,S2S repaired,8991856040706724751,SBPDCL,405856707269754,2405:0203:052C:F23B:0000:0000:0000:0010,L&T,LT0719550,405856707269754,2405:0203:052C:F23B:0000:0000:0000:0010,5003911190,Retired,SBPDCL,LT0719550,2405:0203:052C:F23B:0000:0000:0000:0010,Retired,SBPDCL,LT0719550,405856707269754,2405:0203:052C:F23B:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0719550,Unique
354,LT1032461,861996077252887,1 Phase,S2S repaired,8991856040706944013,SBPDCL,405856707489008,2405:0203:0531:0FD5:0000:0000:0000:0010,L&T,LT1032461,405856707489008,2405:0203:0531:0FD5:0000:0000:0000:0010,5003453911,Retired,SBPDCL,LT1032461,2405:0203:0531:0FD5:0000:0000:0000:0010,Retired,SBPDCL,LT1032461,405856707489008,2405:0203:0531:0FD5:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT1032461,Unique
355,LT0980569,868886067647332,1 Phase,S2S repaired,8991856040706837702,SBPDCL,405856707382705,2405:0203:0530:C0C2:0000:0000:0000:0010,L&T,LT0980569,405856707382705,2405:0203:0530:C0C2:0000:0000:0000:0010,5003937774,Retired,SBPDCL,LT0980569,2405:0203:0530:C0C2:0000:0000:0000:0010,Retired,SBPDCL,LT0980569,405856707382705,2405:0203:0530:C0C2:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0980569,Unique
356,LT0960953,861996078314728,1 Phase,S2S repaired,8991856040706839658,SBPDCL,405856707384661,2405:0203:052F:E2E0:0000:0000:0000:0010,L&T,LT0960953,405856707384661,2405:0203:052F:E2E0:0000:0000:0000:0010,5003126647,Retired,SBPDCL,LT0960953,2405:0203:052F:E2E0:0000:0000:0000:0010,Retired,SBPDCL,LT0960953,405856707384661,2405:0203:052F:E2E0:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0960953,Unique
357,LT0979137,868886067395759,1 Phase,S2S repaired,8991856040706468832,SBPDCL,405856707013841,2405:0203:0530:BB2A:0000:0000:0000:0010,L&T,LT0979137,405856707013841,2405:0203:0530:BB2A:0000:0000:0000:0010,5002103618,Retired,SBPDCL,LT0979137,2405:0203:0530:BB2A:0000:0000:0000:0010,Retired,SBPDCL,LT0979137,405856707013841,2405:0203:0530:BB2A:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0979137,Unique
358,LT0839095,860953065544156,1 Phase,S2S repaired,8991856040706507343,SBPDCL,405856707052352,2405:0203:052D:B9A0:0000:0000:0000:0010,L&T,LT0839095,405856707052352,2405:0203:052D:B9A0:0000:0000:0000:0010,5003823442,Retired,SBPDCL,LT0839095,2405:0203:052D:B9A0:0000:0000:0000:0010,Retired,SBPDCL,LT0839095,405856707052352,2405:0203:052D:B9A0:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0839095,Unique
359,LT0672752,865681069518794,1 Phase,S2S repaired,8991856040706267939,SBPDCL,405856706812959,2405:0203:052B:1BE0:0000:0000:0000:0010,L&T,LT0672752,405856706812959,2405:0203:052B:1BE0:0000:0000:0000:0010,5002059218,Retired,SBPDCL,LT0672752,2405:0203:052B:1BE0:0000:0000:0000:0010,Retired,SBPDCL,LT0672752,405856706812959,2405:0203:052B:1BE0:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0672752,Unique
360,LT0836151,860953066055434,1 Phase,S2S repaired,8991856040706527238,SBPDCL,405856707072247,2405:0203:052D:AE20:0000:0000:0000:0010,L&T,LT0836151,405856707072247,2405:0203:052D:AE20:0000:0000:0000:0010,5002073395,Retired,SBPDCL,LT0836151,2405:0203:052D:AE20:0000:0000:0000:0010,Retired,SBPDCL,LT0836151,405856707072247,2405:0203:052D:AE20:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0836151,Unique
361,LT0783171,861996077262621,1 Phase,S2S repaired,8991856040706633932,SBPDCL,405856707178932,2405:0203:052C:AC55:0000:0000:0000:0010,L&T,LT0783171,405856707178932,2405:0203:052C:AC55:0000:0000:0000:0010,5001524896,Retired,SBPDCL,LT0783171,2405:0203:052C:AC55:0000:0000:0000:0010,Retired,SBPDCL,LT0783171,405856707178932,2405:0203:052C:AC55:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0783171,Unique
362,LT0408190,865681061738325,1 Phase,S2S repaired,8991856050706549402,SBPDCL,405856706544402,2405:0203:0526:6637:0000:0000:0000:0010,L&T,LT0408190,405856706544402,2405:0203:0526:6637:0000:0000:0000:0010,5003753191,Retired,SBPDCL,LT0408190,2405:0203:0526:6637:0000:0000:0000:0010,Retired,SBPDCL,LT0408190,405856706544402,2405:0203:0526:6637:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0408190,Unique
363,LT0253254,869810058533391,1 Phase,S2S repaired,8991856050706466362,SBPDCL,405856706461362,2405:0203:0524:0ED2:0000:0000:0000:0010,L&T,LT0253254,405856706461362,2405:0203:0524:0ED2:0000:0000:0000:0010,5001937336,Installed,SBPDCL,LT0253254,2405:0203:0524:0ED2:0000:0000:0000:0010,Installed,SBPDCL,LT0253254,405856706461362,2405:0203:0524:0ED2:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0253254,Unique
364,LT0592519,865681062045647,1 Phase,S2S repaired,8991856040706368229,SBPDCL,405856706913238,2405:0203:0529:5B4F:0000:0000:0000:0010,L&T,LT0592519,405856706913238,2405:0203:0529:5B4F:0000:0000:0000:0010,5002833580,Retired,SBPDCL,LT0592519,2405:0203:0529:5B4F:0000:0000:0000:0010,Retired,SBPDCL,LT0592519,405856706913238,2405:0203:0529:5B4F:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0592519,Unique
365,LT0532810,865681062842621,1 Phase,S2S repaired,8991856040706168030,SBPDCL,405856706713051,2405:0203:0528:E2A3:0000:0000:0000:0010,L&T,LT0532810,405856706713051,2405:0203:0528:E2A3:0000:0000:0000:0010,5001996718,Retired,SBPDCL,LT0532810,2405:0203:0528:E2A3:0000:0000:0000:0010,Retired,SBPDCL,LT0532810,405856706713051,2405:0203:0528:E2A3:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0532810,Unique
366,LT0726847,860953068854479,1 Phase,S2S repaired,8991856040706640261,SBPDCL,405856707185261,2405:0203:052D:0EBC:0000:0000:0000:0010,L&T,LT0726847,405856707185261,2405:0203:052D:0EBC:0000:0000:0000:0010,5000936254,Retired,SBPDCL,LT0726847,2405:0203:052D:0EBC:0000:0000:0000:0010,Retired,SBPDCL,LT0726847,405856707185261,2405:0203:052D:0EBC:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0726847,Unique
367,LT0568223,861996078332043,1 Phase,S2S repaired,8991856040706397506,SBPDCL,405856706942515,2405:0203:0529:79D9:0000:0000:0000:0010,L&T,LT0568223,405856706942515,2405:0203:0529:79D9:0000:0000:0000:0010,5001508295,Retired,SBPDCL,LT0568223,2405:0203:0529:79D9:0000:0000:0000:0010,Retired,SBPDCL,LT0568223,405856706942515,2405:0203:0529:79D9:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0568223,Unique
368,LT0742281,861996077241385,1 Phase,S2S repaired,8991856040706620321,SBPDCL,405856707165330,2405:0203:052C:0C9B:0000:0000:0000:0010,L&T,LT0742281,405856707165330,2405:0203:052C:0C9B:0000:0000:0000:0010,5001613037,Retired,SBPDCL,LT0742281,2405:0203:052C:0C9B:0000:0000:0000:0010,Retired,SBPDCL,LT0742281,405856707165330,2405:0203:052C:0C9B:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0742281,Unique
369,LT0197630,861996078318141,1 Phase,S2S repaired,8991856050706303423,SBPDCL,405856706303423,2405:0203:0523:9F51:0000:0000:0000:0010,L&T,LT0197630,405856706303423,2405:0203:0523:9F51:0000:0000:0000:0010,5001872969,Retired,SBPDCL,LT0197630,2405:0203:0523:9F51:0000:0000:0000:0010,Retired,SBPDCL,LT0197630,405856706303423,2405:0203:0523:9F51:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0197630,Unique
370,LT0194899,861996078330351,1 Phase,S2S repaired,8991856050706302527,SBPDCL,405856706302527,2405:0203:0523:94A6:0000:0000:0000:0010,L&T,LT0194899,405856706302527,2405:0203:0523:94A6:0000:0000:0000:0010,5000800816,Retired,SBPDCL,LT0194899,2405:0203:0523:94A6:0000:0000:0000:0010,Retired,SBPDCL,LT0194899,405856706302527,2405:0203:0523:94A6:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0194899,Unique
371,LT0311988,869810055467080,1 Phase,S2S repaired,8991856050706487901,SBPDCL,405856706482901,2405:0203:0524:E865:0000:0000:0000:0010,L&T,LT0311988,405856706482901,2405:0203:0524:E865:0000:0000:0000:0010,5002638037,Retired,SBPDCL,LT0311988,2405:0203:0524:E865:0000:0000:0000:0010,Retired,SBPDCL,LT0311988,405856706482901,2405:0203:0524:E865:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0311988,Unique
372,LT0119116,861190054415457,1 Phase,S2S repaired,8991856050706057105,SBPDCL,405856706057105,2405:0203:0521:DDE0:0000:0000:0000:0010,L&T,LT0119116,405856706057105,2405:0203:0521:DDE0:0000:0000:0000:0010,5002325164,Retired,SBPDCL,LT0119116,2405:0203:0521:DDE0:0000:0000:0000:0010,Retired,SBPDCL,LT0119116,405856706057105,2405:0203:0521:DDE0:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0119116,Unique
373,LT0080632,861996077252630,1 Phase,S2S repaired,8991856050706089657,SBPDCL,405856706089657,2405:0203:0521:23EE:0000:0000:0000:0010,L&T,LT0080632,405856706089657,2405:0203:0521:23EE:0000:0000:0000:0010,5002620730,Retired,SBPDCL,LT0080632,2405:0203:0521:23EE:0000:0000:0000:0010,Retired,SBPDCL,LT0080632,405856706089657,2405:0203:0521:23EE:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0080632,Unique
374,LT0500968,865681062496550,1 Phase,S2S repaired,8991856040706202335,SBPDCL,405856706747344,2405:0203:0528:23C3:0000:0000:0000:0010,L&T,LT0500968,405856706747344,2405:0203:0528:23C3:0000:0000:0000:0010,5001481390,Retired,SBPDCL,LT0500968,2405:0203:0528:23C3:0000:0000:0000:0010,Retired,SBPDCL,LT0500968,405856706747344,2405:0203:0528:23C3:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0500968,Unique
375,LT0816566,861996077257399,1 Phase,S2S repaired,8991856040706523918,SBPDCL,405856707068927,2405:0203:052D:619F:0000:0000:0000:0010,L&T,LT0816566,405856707068927,2405:0203:052D:619F:0000:0000:0000:0010,5002176924,Retired,SBPDCL,LT0816566,2405:0203:052D:619F:0000:0000:0000:0010,Retired,SBPDCL,LT0816566,405856707068927,2405:0203:052D:619F:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0816566,Unique
376,LT0049051,861996078328843,1 Phase,S2S repaired,8991856050706091071,SBPDCL,405856706091071,2405:0203:0520:B7AA:0000:0000:0000:0010,L&T,LT0049051,405856706091071,2405:0203:0520:B7AA:0000:0000:0000:0010,5002454653,Retired,SBPDCL,LT0049051,2405:0203:0520:B7AA:0000:0000:0000:0010,Retired,SBPDCL,LT0049051,405856706091071,2405:0203:0520:B7AA:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0049051,Unique
377,LT0839289,861996078350177,1 Phase,S2S repaired,8991856040706507432,SBPDCL,405856707052441,2405:0203:052D:BA62:0000:0000:0000:0010,L&T,LT0839289,405856707052441,2405:0203:052D:BA62:0000:0000:0000:0010,5002188841,Retired,SBPDCL,LT0839289,2405:0203:052D:BA62:0000:0000:0000:0010,Retired,SBPDCL,LT0839289,405856707052441,2405:0203:052D:BA62:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0839289,Unique
378,LT0843747,861996078349922,1 Phase,S2S repaired,8991856040706593722,SBPDCL,405856707138731,2405:0203:052D:CBCC:0000:0000:0000:0010,L&T,LT0843747,405856707138731,2405:0203:052D:CBCC:0000:0000:0000:0010,5003588891,Retired,SBPDCL,LT0843747,2405:0203:052D:CBCC:0000:0000:0000:0010,Retired,SBPDCL,LT0843747,405856707138731,2405:0203:052D:CBCC:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0843747,Unique
379,LT0150950,861190057343250,1 Phase,S2S repaired,8991856050706310755,SBPDCL,405856706310755,2405:0203:0522:640B:0000:0000:0000:0010,L&T,LT0150950,405856706310755,2405:0203:0522:640B:0000:0000:0000:0010,5002297125,Retired,SBPDCL,LT0150950,2405:0203:0522:640B:0000:0000:0000:0010,Retired,SBPDCL,LT0150950,405856706310755,2405:0203:0522:640B:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0150950,Unique
380,LT0146093,861190057115138,1 Phase,S2S repaired,8991856050706129312,SBPDCL,405856706129312,2405:0203:0522:5112:0000:0000:0000:0010,L&T,LT0146093,405856706129312,2405:0203:0522:5112:0000:0000:0000:0010,5002960648,Retired,SBPDCL,LT0146093,2405:0203:0522:5112:0000:0000:0000:0010,Retired,SBPDCL,LT0146093,405856706129312,2405:0203:0522:5112:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0146093,Unique
381,LT0850620,861996077246582,1 Phase,S2S repaired,8991856040706600340,SBPDCL,405856707145349,2405:0203:052D:E6A4:0000:0000:0000:0010,L&T,LT0850620,405856707145349,2405:0203:052D:E6A4:0000:0000:0000:0010,5001669652,Retired,SBPDCL,LT0850620,2405:0203:052D:E6A4:0000:0000:0000:0010,Retired,SBPDCL,LT0850620,405856707145349,2405:0203:052D:E6A4:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0850620,Unique
